ID	DOCULECT	CONCEPT	FORM	TOKENS	COGIDS	MORPHEMES	ALIGNMENT	COGID	SOURCE	NOTE
101	Gyalsumdo	Horns	ɹakjo	ɹ a + k.j o	1335 1336	horn-ra horn-kjo		386	Dhakal2024	[x]
363	Jirel	Horns	ɹodʑjo	ɹ o + dʑj/dʑ o	1335 1336	horn-ra horn-kjo		386	Dhakal2024	[x]
619	Kagate	Horns	rwaɡa	r.w a + g a	1335 1337	horn-ra horn-ga		387	Dhakal2024	[x]
876	Lowa	Horns	ɹakjoʔ	ɹ/ɾ a + k.j o.ʔ	1335 1336	horn-ra horn-kjo		386	Dhakal2024	[x]
1129	Nubri	Horns	adkjo	!a/ɹ.!d/a + k.j o	1335 1336	horn-ra horn-kjo		386	Dhakal2024	[x]
1379	Sherpa	Horns	arkjok	!a/r.!r/a + k.j o.k	1335 1336	horn-ra horn-kjo		386	Dhakal2024	[x]
1623	Tsum	Horns	padʑjo	p a + dʑj/dʑ o	1340 1336	horn-pa horn-kjo		43	Dhakal2024	[x]
1885	Yolmo	Horns	ɹowa	ɹ o + w a	1335 1341	horn-ra horn-wa		44	Dhakal2024	[x]
243	Gyalsumdo	Horse	t̪abu	t̪ a + b u	1352 107	horse _:bu-suffix/bu		393	Dhakal2024	
504	Jirel	Horse	ŋɡoda	ⁿg/g o + !d/t̪ a	1354 1352	_horse horse		393	Dhakal2024	
753	Kagate	Horse	t̪abu	t̪ a + b u	1352 1353	horse _:bu-suffix		393	Dhakal2024	
1012	Lowa	Horse	t̪a	t̪ a	1352	horse		393	Dhakal2024	
1259	Nubri	Horse	t̪a	t̪ a	1352	horse		393	Dhakal2024	
1508	Sherpa	Horse	t̪a	t̪ a	1352	horse		393	Dhakal2024	
1761	Tsum	Horse	t̪a	t̪ a	1352	horse		393	Dhakal2024	
2016	Yolmo	Horse	t̪əbu	t̪ ə + b u	1352 1353	horse _:bu-suffix		393	Dhakal2024	
150	Gyalsumdo	Hot	tsʰant̪i	tsʰ a + ⁿt̪/t̪ i	1365 1476	hot/tsha _:ti-suffix/ti		396	Dhakal2024	[x]
408	Jirel	Hot	tʰommu	t̪ʰ o + mː/m u	1367 12	hot/dom _:mu-suffix		398	Dhakal2024	[x]
667	Kagate	Hot	dombo	d̪ o + ⁿb/b o	1367 1369	hot/dom _:bo-suffix		398	Dhakal2024	[x]
923	Lowa	Hot	tsʰa	tsʰ a	1365	hot/tsha		396	Dhakal2024	[x]
1173	Nubri	Hot	tsʰawo	tsʰ a + w o	1365 1370	hot/tsha _:wo-suffix		396	Dhakal2024	[x]
1424	Sherpa	Hot	tsʰand̪i	tsʰ a + ⁿd̪/d̪ i	1365 1476	hot/tsha _:di-suffix		396	Dhakal2024	[x]
1667	Tsum	Hot	tsʰand̪e	tsʰ a + ⁿd̪/d̪ e	1365 1476	hot/tsha _:de-suffix		396	Dhakal2024	[x]
1929	Yolmo	Hot	tomu	t̪ o + m u	1367 966	hot/dom _:mu-suffix		398	Dhakal2024	[x]
30	Gyalsumdo	House	kʰaŋpa	kʰ a.ŋ + p a	1383 10	house _:pa-suffix/pa		402	Dhakal2024	[ ] check ba status
293	Jirel	House	kʰamba	kʰ a.!m/ŋ + b a	1383 10	house _:pa-suffix/pa		402	Dhakal2024	[ ] check ba status
553	Kagate	House	kʰim	kʰ i.m	31	house/khim		404	Dhakal2024	[x]
807	Lowa	House	kʰaŋpa	kʰ a.ŋ + p a	1383 10	house _:pa-suffix/pa		402	Dhakal2024	[ ] check ba status
1063	Nubri	House	kʰim	kʰ i.m	31	house/khim		404	Dhakal2024	[x]
1312	Sherpa	House	kʰaŋba	kʰ a.ŋ + b a	1383 10	house _:pa-suffix/pa		402	Dhakal2024	[ ] check ba status
1556	Tsum	House	koɹtsa	k o.ɹ + ts a	1384 1385	house/kor house/tsa		405	Dhakal2024	[x]
1557	Tsum	House	kʰim	kʰ i.m	31	house/khim		404	Dhakal2024	[x]
1818	Yolmo	House	kʰaŋba	kʰ a.ŋ + b a	1383 10	house _:pa-suffix/pa		402	Dhakal2024	[ ] check ba status
184	Gyalsumdo	How many	katse	k a + ts e	1397 1398	how/ka how/tse		407	Dhakal2024	[x]
443	Jirel	How many	t̪ʰoji	t̪ʰ o + j i	87 1399	how/tho how/ji		408	Dhakal2024	[x]
700	Kagate	How many	kadze	k a + dz e	1397 1398	how/ka how/tse		407	Dhakal2024	[x]
957	Lowa	How many	kantɕø	k a.n + tɕ ø	1397 1398	how/ka how/tse		407	Dhakal2024	[?]
1207	Nubri	How many	maŋlo	m a.ŋ + l o	1400 1401	how/mang how/lo		410	Dhakal2024	[x]
1457	Sherpa	How many	kʰədzo	!kʰ/k ə + dz o	1397 1398	how/ka how/tse		407	Dhakal2024	[?]
1700	Tsum	How many	kanʑøʔ	k a.n + ʑ ø.ʔ	1397 1398	how/ka how/tse		407	Dhakal2024	[?]
1963	Yolmo	How many	kadze	k a + dz e	1397 1398	how/ka how/tse		407	Dhakal2024	[x]
124	Gyalsumdo	Husband	kʰjoka	kʰ.j o + k a	1414 1415	husband _/ga		413	Dhakal2024	[x]
125	Gyalsumdo	Husband	kʰjoɡa	kʰ.j o + g a	1414 1415	husband _/ga		413	Dhakal2024	[x]
385	Jirel	Husband	kʰjobo	kʰ.j o + b o	1414 1416	husband _male/bo		413	Dhakal2024	[x]
641	Kagate	Husband	kʰjobo	kʰ.j o + b o	1414 1416	husband _male/bo		413	Dhakal2024	[x]
898	Lowa	Husband	kʰjoɡa	kʰ.j o + g a	1414 1415	husband _/ga		413	Dhakal2024	[x]
1150	Nubri	Husband	kʰjoka	kʰ.j o + k a	1414 1415	husband _/ga		413	Dhakal2024	[x]
1401	Sherpa	Husband	kʰjoa	kʰ.j o + Ø/w a	1414 74	husband _/wa		413	Dhakal2024	[x]
1644	Tsum	Husband	kʰjowa	kʰ.j o + w a	1414 74	husband _/wa		413	Dhakal2024	[x]
1906	Yolmo	Husband	kʰjowa	kʰ.j o + w a	1414 74	husband _/wa		413	Dhakal2024	[x]
221	Gyalsumdo	I	ŋa	ŋ a	1432	I		418	Dhakal2024	[x]
487	Jirel	I	ŋa	ŋ a	1432	I		418	Dhakal2024	[x]
734	Kagate	I	ŋa	ŋ a	1432	I		418	Dhakal2024	[x]
995	Lowa	I	ŋa	ŋ a	1432	I		418	Dhakal2024	[x]
1242	Nubri	I	ŋa	ŋ a	1432	I		418	Dhakal2024	[x]
1490	Sherpa	I	ŋa	ŋ a	1432	I		418	Dhakal2024	[x]
1741	Tsum	I	ŋa	ŋ a	1432	I		418	Dhakal2024	[x]
1997	Yolmo	I	ŋa	ŋ a	1432	I		418	Dhakal2024	[x]
236	Gyalsumdo	Intestine	kjuma	k.j u + m a	1441 1442	intestine _:ma-suffix/ma		419	Dhakal2024	[?]
237	Gyalsumdo	Intestine	kʰjuma	!kʰ/k.j u + m a	1441 1442	intestine _:ma-suffix/ma		419	Dhakal2024	[?]
498	Jirel	Intestine	ŋɡjumak	!ⁿg/k.j u + m a.k	1441 1442	intestine _:ma-suffix/ma		419	Dhakal2024	[?]
746	Kagate	Intestine	kjuma	k.j u + m a	1441 1442	intestine _:ma-suffix/ma		419	Dhakal2024	[?]
1006	Lowa	Intestine	kjuma	k.j u + m a	1441 1442	intestine _:ma-suffix/ma		419	Dhakal2024	[?]
1253	Nubri	Intestine	kjõ	k.j !Ø/u + !Ø/m !õ/o	1441 1442	intestine _:ma-suffix/ma		419	Dhakal2024	[?]
1502	Sherpa	Intestine	ɡema	g e + m a	146 1442	intestine _:ma-suffix/ma		420	Dhakal2024	[?]
1754	Tsum	Intestine	kjuã	k.j u + !Ø/m !ã/a	1441 1442	intestine _:ma-suffix/ma		419	Dhakal2024	[?]
2009	Yolmo	Intestine	kjuma	k.j u + m a	1441 1442	intestine _:ma-suffix/ma		419	Dhakal2024	[?]
40	Gyalsumdo	Knife	kaɾt̪a	k a.ɾ + t̪ a	1458 49	knife/kar _:suffix/ta		422	Dhakal2024	[x]
301	Jirel	Knife	tɕʰuɹa	!tɕʰ/t̪ʰ u + ɹ a	51 1461	knife/thriu _/ra		31	Dhakal2024	[x]
302	Jirel	Knife	tsəku	ts ə + k u	1463 1460	knife/tse _/ku		424	Dhakal2024	[x]
561	Kagate	Knife	kart̪a	k a.r + t̪ a	1458 49	knife/kar _:suffix/ta		422	Dhakal2024	[x]
815	Lowa	Knife	tʰi	t̪ʰ i	51	knife/thi		31	Dhakal2024	[x]
1071	Nubri	Knife	tuku	t̪ u + k u	50 1460	knife/tu _/ku		29	Dhakal2024	[x]
1320	Sherpa	Knife	tʰitɕjuŋ	t̪ʰ i + tɕ.j u.ŋ	51 1462	knife/thi /tsjung		31	Dhakal2024	[x]
1565	Tsum	Knife	tʰɹiu	t̪ʰ.ɹ iu	51	knife/thriu		31	Dhakal2024	[x]
1826	Yolmo	Knife	kaɹt̪a	k a.ɹ + t̪ a	1458 49	knife/kar _:suffix/ta		422	Dhakal2024	[x]
69	Gyalsumdo	Leaf	lapt̪i	l a.p + t̪ i	62 1476	leaf/lap _:ti-suffix/ti		430	Dhakal2024	[x]
70	Gyalsumdo	Leaf	loma	l o + m a	1479 1442	leaf/lo _:ma-suffix/ma		428	Dhakal2024	[x]
331	Jirel	Leaf	ɕjomak	ɕj/ɕ o + m a.k	1477 1442	leaf/sjo _:ma-suffix/mak		28	Dhakal2024	[x]
589	Kagate	Leaf	loma	l o + m a	1479 1442	leaf/lo _:ma-suffix/ma		428	Dhakal2024	[x]
845	Lowa	Leaf	loma	l o + m a	1479 1442	leaf/lo _:ma-suffix/ma		428	Dhakal2024	[x]
1099	Nubri	Leaf	loma	l o + m a	1479 1442	leaf/lo _:ma-suffix/ma		428	Dhakal2024	[x]
1349	Sherpa	Leaf	d̪əma	d̪ ə + m a	63 1442	leaf/de _:ma-suffix/ma		186	Dhakal2024	[x]
1593	Tsum	Leaf	hlawa	h.l a + w a	142 1442	leaf/lo _:ma-suffix/wa		187	Dhakal2024	[x]
1855	Yolmo	Leaf	loma	l o + m a	1479 1442	leaf/lo _:ma-suffix/ma		428	Dhakal2024	[x]
153	Gyalsumdo	Left	jøma	j ø + m a	1494 11	left/jo _:ma-suffix/ma		435	Dhakal2024	[x]
411	Jirel	Left	d̪ebɹepa	d̪ e + b.ɹ e + p a	1496 1497 10	_left left _:ba-suffix/pa		437	Dhakal2024	[x]
670	Kagate	Left	joma	j o + m a	1494 11	left/jo _:ma-suffix/ma		435	Dhakal2024	[x]
926	Lowa	Left	jømpa	j ø.m/n + p a	1494 10	left/jo _:pa-suffix/pa		435	Dhakal2024	[x]
1176	Nubri	Left	jon̪	j o.n	1494	left/jo		435	Dhakal2024	[x]
1427	Sherpa	Left	pʰiloɡpa	pʰ i + l !o/a.g/k + p a	1499 52 10	left/phi _arm/hand _:pa-suffix/pa		437	Dhakal2024	[x]
1670	Tsum	Left	joma	j o + m a	1494 11	left/jo _:ma-suffix/ma		435	Dhakal2024	[x]
1932	Yolmo	Left	joma	j o + m a	1494 11	left/jo _:ma-suffix/ma		435	Dhakal2024	[x]
21	Gyalsumdo	Leg	kaŋpa	k a.ŋ + p a	1512 10	leg/kaŋ _:pa-suffix/pa		442	Dhakal2024	[x]
285	Jirel	Leg	tʰekpa	t̪ʰ e.k + p a	1514 10	leg/thek _:pa-suffix/pa		20	Dhakal2024	[x]
545	Kagate	Leg	kaŋba	k a.ŋ + b a	1512 10	leg/kaŋ _:pa-suffix/pa		442	Dhakal2024	[x]
798	Lowa	Leg	kaŋpa	k a.ŋ + p a	1512 10	leg/kaŋ _:pa-suffix/pa		442	Dhakal2024	[x]
1055	Nubri	Leg	kaŋpa	k a.ŋ + p a	1512 10	leg/kaŋ _:pa-suffix/pa		442	Dhakal2024	[x]
1303	Sherpa	Leg	kaŋba	k a.ŋ + b a	1512 10	leg/kaŋ _:pa-suffix/pa		442	Dhakal2024	[x]
1548	Tsum	Leg	kaŋba	k a.ŋ + b a	1512 10	leg/kaŋ _:pa-suffix/pa		442	Dhakal2024	[x]
1810	Yolmo	Leg	kaŋba	k a.ŋ + b a	1512 10	leg/kaŋ _:pa-suffix/pa		442	Dhakal2024	[x]
253	Gyalsumdo	Lid (cover)	kʰəptɕu	kʰ ə.p + tɕ u	1529 1530	lid _tsuk		445	Dhakal2024	[x]
514	Jirel	Lid (cover)	mbutso	ⁿb/b u + ts o	120 128	lid/bu _tso		446	Dhakal2024	[x]
764	Kagate	Lid (cover)	kʰaptɕju	kʰ a.p + tɕj/tɕ u	1529 1530	lid _tsuk		445	Dhakal2024	[x]
1024	Lowa	Lid (cover)	kʰabtɕø	kʰ a.b + tɕ ø	1529 1530	lid _tsuk		445	Dhakal2024	[x]
1270	Nubri	Lid (cover)	kʰaptɕuk	kʰ a.p + tɕ u.k	1529 1530	lid _tsuk		445	Dhakal2024	[x]
1518	Sherpa	Lid (cover)	kʰept̪ok	kʰ e.p + t̪ o.k	1529 1530	lid _tsuk		445	Dhakal2024	[x]
1773	Tsum	Lid (cover)	kʰaʑøʔ	kʰ a + ʑ ø.ʔ	1529 1530	lid _tsuk		445	Dhakal2024	[x]
2028	Yolmo	Lid (cover)	kʰaʑu	kʰ a + ʑ u	1529 1530	lid _tsuk		445	Dhakal2024	[x]
159	Gyalsumdo	Light	jaŋmu	j a.ŋ + m u	1546 3365	light _:mu-suffix/mu		450	Dhakal2024	jaŋ «light»
418	Jirel	Light	jeŋɡe	j e.ŋ + g e	1546 1552	light _/ga		450	Dhakal2024	jaŋ «light»
676	Kagate	Light	jaŋd̪i	j a.ŋ + d̪ i	1546 1549	light _/di		450	Dhakal2024	jaŋ «light»
932	Lowa	Light	jaŋa	j a.!Ø/ŋ + ŋ a	1546 1550	light _:ŋa-suffix		450	Dhakal2024	jaŋ «light»
1182	Nubri	Light	jaŋpo	j a.ŋ + p o	1546 107	light _:po-suffix		450	Dhakal2024	jaŋ «light»
1433	Sherpa	Light	jeŋɡa	j e.ŋ + g a	1546 1552	light _/ga		450	Dhakal2024	jaŋ «light»
1676	Tsum	Light	jaŋbo	j a.ŋ + b o	1546 107	light _:bo-suffix		450	Dhakal2024	jaŋ «light»
1938	Yolmo	Light	jaŋd̪i	j a.ŋ + d̪ i	1546 1549	light _/di		450	Dhakal2024	jaŋ «light»
56	Gyalsumdo	Lightening	loɡmaɹ	l o.g/k + m a.ɹ	1563 1564	lightning/lok _lightning/mar		457	Dhakal2024	[x]
317	Jirel	Lightening	tsilim	ts i + l !i/a.m	1565 1566	lightning/tsi lightening/lam		458	Dhakal2024	[x]
318	Jirel	Lightening	tsilam	ts i + l a.m	1565 1566	lightning/tsi lightening/lam		458	Dhakal2024	[x]
576	Kagate	Lightening	milik	m i + l i.k	1567 1563	_lightning/mi lightning/lok		457	Dhakal2024	[x]
830	Lowa	Lightening	lokmaɹ	l o.k + m a.ɾ	1563 1564	lightning/lok _lightning/mar		457	Dhakal2024	[x]
1086	Nubri	Lightening	tuk	t̪ u.k	1568	lightning/tuk		462	Dhakal2024	[x]
1336	Sherpa	Lightening	tsilam	ts i + l a.m	1565 1566	lightning/tsi lightening/lam		458	Dhakal2024	[x]
1580	Tsum	Lightening	loʔ	l o.ʔ	1563	lightning/lok		457	Dhakal2024	[x]
1842	Yolmo	Lightening	tsiləm	ts i + l ə.m	1565 1566	lightning/tsi lightening/lam		458	Dhakal2024	[x]
233	Gyalsumdo	Load	kʰuɹpu	kʰ u.ɹ + p u	1580 1581	LOAD _:bu-suffix/pu		463	Dhakal2024	
495	Jirel	Load	kʰuɹbo	kʰ u.ɹ + b o	1580 1581	LOAD _load		463	Dhakal2024	
743	Kagate	Load	kʰurpu	kʰ u.r + p u	1580 1581	LOAD _load		463	Dhakal2024	
754	Kagate	Load	ɕjuwa	ɕ.j u + w a	1583 1584	LOAD _load		466	Dhakal2024	
1013	Lowa	Load	kʰu	kʰ u	1580	LOAD		463	Dhakal2024	
1260	Nubri	Load	kʰurpu	kʰ u.ɹ + p u	1580 1581	LOAD _load		463	Dhakal2024	
1499	Sherpa	Load	kʰurbu	kʰ u.r + b u	1580 1581	LOAD _load		463	Dhakal2024	
1762	Tsum	Load	kʰuɹu	kʰ u + ɹ u	1580 1582	LOAD _load		463	Dhakal2024	
2017	Yolmo	Load	kʰuɹpu	kʰ u.ɹ + p u	1580 1581	LOAD _load		463	Dhakal2024	
148	Gyalsumdo	Long	ɹiŋbu	ɹ i.ŋ + b u	1607 1581	long _:bu-suffix/bu		468	Dhakal2024	
406	Jirel	Long	ɹimbu	ɹ i.!m/ŋ + b u	1607 1581	long _:bu-suffix/bu		468	Dhakal2024	
665	Kagate	Long	riŋbu	r i.ŋ + b u	1607 1581	long _:bu-suffix/bu		468	Dhakal2024	
921	Lowa	Long	ɹiŋa	ɹ/ɾ i.ŋ + !Ø/ŋ a	1607 872	long _:ŋa-suffix		468	Dhakal2024	
1171	Nubri	Long	ɹiŋpo	ɹ i.ŋ + p o	1607 1581	long _:bu-suffix/bu		468	Dhakal2024	
1422	Sherpa	Long	riŋbu	r i.ŋ + b u	1607 1581	long _:bu-suffix/bu		468	Dhakal2024	
1665	Tsum	Long	ɹiŋmu	ɹ i.ŋ + m u	1607 132	long _:mo-suffix/mu		468	Dhakal2024	
1927	Yolmo	Long	ɹiŋbu	ɹ i.ŋ + b u	1607 1581	long _:bu-suffix/bu		468	Dhakal2024	
113	Gyalsumdo	Man	mi	m i	1624	person		472	Dhakal2024	[x]
374	Jirel	Man	mi	m i	1624	person		472	Dhakal2024	[x]
630	Kagate	Man	mi	m i	1624	person		472	Dhakal2024	[x]
887	Lowa	Man	mi	m i	1624	person		472	Dhakal2024	[x]
1139	Nubri	Man	mĩ	m !ĩ/i	1624	person		472	Dhakal2024	[x]
1390	Sherpa	Man	mi	m i	1624	person		472	Dhakal2024	[x]
1633	Tsum	Man	mi	m i	1624	person		472	Dhakal2024	[x]
1895	Yolmo	Man	mi	m i	1624	person		472	Dhakal2024	[x]
75	Gyalsumdo	Mango	ãp	ã.p	1633	mango		473	Dhakal2024	[x]
336	Jirel	Mango	ãp	ã.p	1633	mango		473	Dhakal2024	[x]
594	Kagate	Mango	ãp	ã.p	1633	mango		473	Dhakal2024	[x]
850	Lowa	Mango	ãm	ã.m	1633	mango		473	Dhakal2024	[x]
1104	Nubri	Mango	ãb	!ã/a.p	1633	mango		473	Dhakal2024	[x]
1354	Sherpa	Mango	ãp	ã.p	1633	mango		473	Dhakal2024	[x]
1598	Tsum	Mango	ap	ã.p	1633	mango		473	Dhakal2024	[x]
1860	Yolmo	Mango	ãm	ã.m	1633	mango		473	Dhakal2024	[x]
257	Gyalsumdo	Manure	ly	l y	1642	manure		475	Dhakal2024	[x]
518	Jirel	Manure	tɕʰja	tɕʰ.j a	1643	manure		476	Dhakal2024	[x]
768	Kagate	Manure	tɕʰja	tɕʰj/tɕʰ a	1643	manure		476	Dhakal2024	[x]
1028	Lowa	Manure	ly	l y	1642	manure		475	Dhakal2024	[x]
1274	Nubri	Manure	ly	l y	1642	manure		475	Dhakal2024	[x]
1521	Sherpa	Manure	tɕʰja	tɕʰ.j a	1643	manure		476	Dhakal2024	[x]
1777	Tsum	Manure	lyʔ	l y.ʔ	1642	manure		475	Dhakal2024	[x]
2032	Yolmo	Manure	li	l i	1642	manure		475	Dhakal2024	[x]
197	Gyalsumdo	Many	maŋbu	m a.ŋ + b u	1651 107	many _:bu-suffix		477	Dhakal2024	[x]
454	Jirel	Many	kalbe	k a.l + b e	1653 93	many/kal many/be		478	Dhakal2024	[x]
712	Kagate	Many	maŋbu	m a.ŋ + b u	1651 107	many _:bu-suffix		477	Dhakal2024	[x]
972	Lowa	Many	maŋa	m a.ŋ + !Ø/ŋ a	1651 1654	many _:ŋa-suffix		477	Dhakal2024	[x]
1219	Nubri	Many	aŋsaŋ	a.ŋ + s a.ŋ	1651 1655	many/ang many/sang		477	Dhakal2024	[x]
1468	Sherpa	Many	ala	a + l a	489 1657	:a-prefix many		482	Dhakal2024	[x]
1711	Tsum	Many	kaʑin	k a + ʑ i.n	1653 1655	many/ka many/zing		479	Dhakal2024	[x]
1975	Yolmo	Many	maŋbu	m a.ŋ + b u	1651 107	many _:bu-suffix		477	Dhakal2024	[x]
93	Gyalsumdo	Meat	ɕja	ɕ.j a	1668	meat		484	Dhakal2024	[x]
353	Jirel	Meat	ɕja	ɕ.j a	1668	meat		484	Dhakal2024	[x]
611	Kagate	Meat	ɕja	ɕ.j a	1668	meat		484	Dhakal2024	[x]
868	Lowa	Meat	ɕja	ɕ.j a	1668	meat		484	Dhakal2024	[x]
1121	Nubri	Meat	ɕja	ɕ.j a	1668	meat		484	Dhakal2024	[x]
1371	Sherpa	Meat	ɕja	ɕ.j a	1668	meat		484	Dhakal2024	[x]
1615	Tsum	Meat	ɕja	ɕ.j a	1668	meat		484	Dhakal2024	[x]
1877	Yolmo	Meat	ɕja	ɕ.j a	1668	meat		484	Dhakal2024	[x]
100	Gyalsumdo	Milk	oma	o + m a	352 1807	breast-1 mother		485	Dhakal2024	
361	Jirel	Milk	olen	o + l e.n	352 29	breast breast-2/len		42	Dhakal2024	
362	Jirel	Milk	oma	o + m a	352 1807	breast-1 mother		485	Dhakal2024	
618	Kagate	Milk	oma	o + m a	352 1807	breast-1 mother		485	Dhakal2024	
875	Lowa	Milk	oma	o + m a	352 1807	breast-1 mother		485	Dhakal2024	
1128	Nubri	Milk	ɦoõ	ɦ o + !Ø/m õ/a	352 1807	breast-1 mother		485	Dhakal2024	
1378	Sherpa	Milk	oma	o + m a	352 1807	breast-1 mother		485	Dhakal2024	
1622	Tsum	Milk	oã	o + !Ø/m !ã/a	352 1807	breast-1 mother		485	Dhakal2024	
1884	Yolmo	Milk	woma	w o + m a	352 1807	breast-1 mother		485	Dhakal2024	
107	Gyalsumdo	Monkey	tɛmaɹ	t̪ ɛ + m a.ɹ	1694 1695	monkey/te _monkey/mar		491	Dhakal2024	[x]
108	Gyalsumdo	Monkey	te	t̪ e	1694	monkey/te		491	Dhakal2024	[x]
368	Jirel	Monkey	moɹo	m o + ɹ o	1696 1697	monkey/mo monkey/ro		493	Dhakal2024	[x]
369	Jirel	Monkey	tʰaklapʰikant̪e	t̪ʰ a + k l a + pʰ i + k a n + t̪ e	1700 1701 1698 1699 9	monkey/tha monkey/kla monkey/phi monkey/kan _:te-suffix/te		48	Dhakal2024	[x]
624	Kagate	Monkey	preken	p.r e + k e.n	1698 1699	monkey/priu _monkey/ken		490	Dhakal2024	[x]
625	Kagate	Monkey	priu	p.r iu	1698	monkey/priu		490	Dhakal2024	[x]
882	Lowa	Monkey	piu	p iu	1698	monkey/priu		490	Dhakal2024	[x]
1134	Nubri	Monkey	piu	p iu	1698	monkey/priu		490	Dhakal2024	[x]
1384	Sherpa	Monkey	te	t̪ e	1694	monkey/te		491	Dhakal2024	[x]
1385	Sherpa	Monkey	riu	r iu	1698	monkey/priu		490	Dhakal2024	[x]
1628	Tsum	Monkey	tiu	t̪ iu	1698	monkey/priu		490	Dhakal2024	[x]
1890	Yolmo	Monkey	pɹeken	p.ɹ e + k e.n	1698 1699	monkey/priu _monkey/ken		490	Dhakal2024	[x]
140	Gyalsumdo	Month	t̪awa	t̪ a + w a	15 1716	moon/da _:wa-suffix/wa		498	Dhakal2024	[x]
398	Jirel	Month	nd̪awa	ⁿd/d̪ a + w a	15 1716	moon/da _:wa-suffix/wa		498	Dhakal2024	[x]
655	Kagate	Month	d̪awa	d̪ a + w a	15 1716	moon/da _:wa-suffix/wa		498	Dhakal2024	[x]
911	Lowa	Month	nd̪awa	ⁿd/d a + w a	15 1716	moon/da _:wa-suffix/wa		498	Dhakal2024	[x]
1163	Nubri	Month	t̪ah	t̪ !ah/a	15	moon/da		498	Dhakal2024	[x]
1414	Sherpa	Month	la	l a	1717	month/la		500	Dhakal2024	[x]
1657	Tsum	Month	nd̪a	ⁿd/d̪ a	15	moon/da		498	Dhakal2024	[x]
1919	Yolmo	Month	nd̪owa	ⁿd/d̪ !o/a + w a	15 1716	moon/da _:wa-suffix/wa		498	Dhakal2024	[x]
48	Gyalsumdo	Moon	t̪akaɹ	t̪ a + k a.ɹ	15 2565	moon/da star/white		501	Dhakal2024	s.l a
49	Gyalsumdo	Moon	t̪awa	t̪ a + w a	15 1716	moon/da _:wa-suffix/wa		35	Dhakal2024	s.l a
310	Jirel	Moon	nd̪aɡaɹ	ⁿd/d̪ a + g/k a.ɹ	15 2565	moon/da star/white		501	Dhakal2024	s.l a
569	Kagate	Moon	d̪aɡarmu	d̪ a + g/k a.r + m u	15 2565 1581	moon/da star/white _:suffix/mu		501	Dhakal2024	s.l a
823	Lowa	Moon	nd̪a	ⁿd/d a	15	moon/da		34	Dhakal2024	s.l a
1079	Nubri	Moon	t̪a	t̪ a	15	moon/da		34	Dhakal2024	s.l a
1328	Sherpa	Moon	əud̪əkar	əu + d̪ ə + g/k a.r	1732 15 2565	_/əu moon/da star/white		501	Dhakal2024	s.l a
1573	Tsum	Moon	nd̪akar	ⁿd/d̪ a + k a.ɹ	15 2565	moon/da star/white		501	Dhakal2024	s.l a
1834	Yolmo	Moon	nd̪awa	ⁿd/d̪ a + w a	15 1716	moon/da _:wa-suffix/wa		35	Dhakal2024	s.l a
132	Gyalsumdo	Morning	namʑen	n a.m + ʑ e.n	78 1749	morning/nam *morning		92	Dhakal2024	[x]
391	Jirel	Morning	ŋomu	ŋ o + m u	1748 3365	morning _:mu-suffix/mu		506	Dhakal2024	[x]
648	Kagate	Morning	ŋamu	ŋ a + m u	1748 3365	morning _:mu-suffix/mu		506	Dhakal2024	[x]
904	Lowa	Morning	ŋat̪o	ŋ a + t̪ o	1748 1751	morning ?		506	Dhakal2024	[x]
1156	Nubri	Morning	tõŋkõ	t̪ !õ/o.ŋ + k !õ/o	1751 1752	morning/tong ?		507	Dhakal2024	[x]
1407	Sherpa	Morning	tʰop	t̪ʰ o.p	77	morning/top		91	Dhakal2024	[x]
1650	Tsum	Morning	ɕjuo	ɕ.j uo	1753	morning/sjo		509	Dhakal2024	[x]
1912	Yolmo	Morning	ɕjole	ɕ.j o + l e	1753 1754	morning/sjo ?		509	Dhakal2024	[x]
36	Gyalsumdo	Mortar	t̪ʰasa	t̪ʰ a + s a	1763 1764	MORTAR _mortar		514	Dhakal2024	[ ]
37	Gyalsumdo	Mortar	koɡtsʰum	k o.g/k + tsʰ u.m	1768 1766	MORTAR _mortar		513	Dhakal2024	[ ]
298	Jirel	Mortar	siləuta	s i + l ə.!u/p + t̪ a	1764 1765 167	_mortar _mortar head		514	Dhakal2024	[ ]
558	Kagate	Mortar	t̪olep	t̪ o + l e.p	1763 1765	MORTAR _mortar		514	Dhakal2024	[ ]
812	Lowa	Mortar	t̪ympo	t̪ y.m + p o	1766 1767	MORTAR _mortar		515	Dhakal2024	[ ]
1068	Nubri	Mortar	koɡtsʰum	k o.g/k + tsʰ u.m	1768 1766	MORTAR _mortar		513	Dhakal2024	[ ]
1317	Sherpa	Mortar	ɡokjo	g o + k.j o	1768 1769	MORTAR _mortar		513	Dhakal2024	[ ]
1562	Tsum	Mortar	kombot	k o.m + b o.t̪	1768 1770	MORTAR _mortar		513	Dhakal2024	[ ]
1822	Yolmo	Mortar	tsʰib	tsʰ i.b/p	1771	MORTAR		521	Dhakal2024	[ ]
1823	Yolmo	Mortar	kuɡuɹ	k u + g u.ɹ	1768 1772	MORTAR _mortar		513	Dhakal2024	[ ]
109	Gyalsumdo	Mosquito	lamkute	l a.m + k u + t̪ e	1784 1785 1786	mosquito/lam _/ku _/te		523	Dhakal2024	[x]
370	Jirel	Mosquito	lamkute	l a.m + k u + t̪ e	1784 1785 1786	mosquito/lam _/ku _/te		523	Dhakal2024	[x]
