ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Morpheme_Structure,Grouped_Segments,Partial_Cognacy,Internal_Cognacy,Combined,Alignment,Subset
Yolmo-193-Sweat-1,,Yolmo,193-Sweat,ŋuldʑju,ŋuldʑju,ŋ u l + dʑ j u,[x],Dhakal2024,,,,,sweat/nul _dzu,ŋ u.l + dʑ.j u,2628 2631,775,0,ŋ u.l + dʑ.j u,Dhakal2024
Yolmo-32-Tochew-1,,Yolmo,32-Tochew,muɾt̪oŋ,muɾt̪oŋ,m u !ɾ/ɹ + !t̪/d̪ !o/u ŋ,[x],Dhakal2024,1214,,,,bite/mur bite/dung,m u.!ɾ/ɹ + !t̪/d̪ !o/u.ŋ,2863 2871,869,1,m u.!ɾ/ɹ + !t̪/d̪ !o/u.ŋ,Dhakal2024
Yolmo-192-Toswallow-1,,Yolmo,192-Toswallow,ɲit̪uŋ,ɲit̪uŋ,ɲ i + t̪ u ŋ,[x],Dhakal2024,,,,,swallow _vb-suffix,ɲ i + t̪ u.ŋ,3234 3118,997,0,ɲ i + t̪ u.ŋ,Dhakal2024
Yolmo-206-Tothrow-1,,Yolmo,206-Tothrow,kjuɹd̪uŋ,kjuɹd̪uŋ,k j u ɹ + d̪ u ŋ,[x],Dhakal2024,1000,,,,throw _vb-suffix,k.j u.ɹ + d̪ u.ŋ,3252 3118,1000,1,k.j u.ɹ + d̪ u.ŋ,Dhakal2024
OldTibetan-1-Above-1,,OldTibetan,1-Above,s.t.e.ŋ,s.t.e.ŋ,s t e ŋ,,Sagart2019,1172,,,,,s.t e.ŋ,,,1,,Sagart2019
Lhasa-1-Above-1,,Lhasa,1-Above,j.ɛ̃.∼.¹³.◦.tɕʰ.ɛ.⁵²,j.ɛ̃.∼.¹³.◦.tɕʰ.ɛ.⁵²,j ɛ̃ ¹³ + tɕʰ ɛ ⁵²,,Sagart2019,1173,,,,,j ɛ̃ ¹³ + tɕʰ ɛ ⁵²,,,1,,Sagart2019
Lhasa-1-Above-2,,Lhasa,1-Above,kʰ.o.ŋ.¹³.◦.l.a,kʰ.o.ŋ.¹³.◦.l.a,kʰ o ŋ ¹³ + l a,,Sagart2019,1174,,,,,kʰ o.ŋ ¹³ + l a,,,1,,Sagart2019
Batang-1-Above-1,,Batang,1-Above,j.a.¹³.◦.tɕ.ø.ʔ.⁵³,j.a.¹³.◦.tɕ.ø.ʔ.⁵³,j a ¹³ + tɕ ø ʔ ⁵³,,Sagart2019,1173,,,,,j a ¹³ + tɕ ø.ʔ ⁵³,,,1,,Sagart2019
Xiahe-1-Above-1,,Xiahe,1-Above,j.a.n._.tɕh.a.r,j.a.n._.tɕh.a.r,j a n + tɕʰ a r,,Sagart2019,1173,,,,,j a.n + tɕʰ a.r,,,1,,Sagart2019
OldChinese-1-Above-1,,OldChinese,1-Above,d.a.ŋ.ʔ.+.s,d.a.ŋ.ʔ.+.s,d a ŋ ʔ + s,,Sagart2019,1172,,,,,d a.ŋ ʔ + s,,,1,,Sagart2019
OldTibetan-2-All-1,,OldTibetan,2-All,tʰ.a.m.s.◦.tɕ.a.d,tʰ.a.m.s.◦.tɕ.a.d,tʰ a m s + tɕ a d,,Sagart2019,1175,,,,,tʰ a.m s + tɕ a.d,,,1,,Sagart2019
Xiahe-2-All-1,,Xiahe,2-All,h.a._.n.o,h.a._.n.o,h a + n o,,Sagart2019,1176,,,,,h a + n o,,,1,,Sagart2019
Lhasa-2-All-1,,Lhasa,2-All,tsh.a.ŋ.⁵⁵.◦.m.a.⁵⁵,tsh.a.ŋ.⁵⁵.◦.m.a.⁵⁵,tsʰ a ŋ ⁵⁵ + m a ⁵⁵,,Sagart2019,1177,,,,,tsʰ a.ŋ ⁵⁵ + m a ⁵⁵,,,1,,Sagart2019
Batang-2-All-1,,Batang,2-All,j.ø.¹³.◦.tsh.ɛ.ʔ.⁵³,j.ø.¹³.◦.tsh.ɛ.ʔ.⁵³,j ø ¹³ + tsʰ ɛ ʔ ⁵³,,Sagart2019,1178,,,,,j ø ¹³ + tsʰ ɛ.ʔ ⁵³,,,1,,Sagart2019
Lhasa-2-All-2,,Lhasa,2-All,k.a.ŋ.¹³.◦.k.a.⁵⁵,k.a.ŋ.¹³.◦.k.a.⁵⁵,k a ŋ ¹³ + k a ⁵⁵,,Sagart2019,1179,,,,,k a.ŋ ¹³ + k a ⁵⁵,,,1,,Sagart2019
Alike-2-All-1,,Alike,2-All,tsh.a.ŋ._.m.æ,tsh.a.ŋ._.m.æ,tsʰ a ŋ + m æ,,Sagart2019,1177,,,,,tsʰ a.ŋ + m æ,,,1,,Sagart2019
OldChinese-2-All-1,,OldChinese,2-All,b.r.o.m,b.r.o.m,b r o m,,Sagart2019,1180,,,,,b.r o.m,,,1,,Sagart2019
OldChinese-2-All-2,,OldChinese,2-All,gˤ.r.ə.m,gˤ.r.ə.m,gˤ r ə m,,Sagart2019,1181,,,,,gˤ.r ə.m,,,1,,Sagart2019
OldTibetan-2-All-2,,OldTibetan,2-All,k.u.n,k.u.n,k u n,,Sagart2019,1182,,,,,k u.n,,,1,,Sagart2019
Xiahe-3-Ant-1,,Xiahe,3-Ant,m.b.ə._.tɕ.a.χ._.m.a,m.b.ə._.tɕ.a.χ._.m.a,m b ə + tɕ a χ + m a,!,Sagart2019,1183,,,,,m.b ə + tɕ a.χ + m a,,,1,,Sagart2019
Alike-3-Ant-1,,Alike,3-Ant,cç.o.k._.m.æ,cç.o.k._.m.æ,cç o k + m æ,!,Sagart2019,1183,,,,,cç o.k + m æ,,,1,,Sagart2019
Lhasa-3-Ant-1,,Lhasa,3-Ant,tʂh.oː.¹³.◦.m.a.⁵⁵,tʂh.oː.¹³.◦.m.a.⁵⁵,ʈʂʰ oː ¹³ + m a ⁵⁵,,Sagart2019,1183,,,,,ʈʂʰ oː ¹³ + m a ⁵⁵,,,1,,Sagart2019
Batang-3-Ant-1,,Batang,3-Ant,dʑ.a.⁵⁵.◦.dʐ.o.ʔ.⁵³.◦.tʂ.ᴜ.¹³.◦.m.a.⁵³,dʑ.a.⁵⁵.◦.dʐ.o.ʔ.⁵³.◦.tʂ.ᴜ.¹³.◦.m.a.⁵³,dʑ a ⁵⁵ + ɖʐ o ʔ ⁵³ + ʈʂ u ¹³ + m a ⁵³,,Sagart2019,1183,,,,,dʑ a ⁵⁵ + ɖʐ o.ʔ ⁵³ + ʈʂ u ¹³ + m a ⁵³,,,1,,Sagart2019
OldChinese-3-Ant-1,,OldChinese,3-Ant,m.+.qʰ.a.j.ʔ,m.+.qʰ.a.j.ʔ,m + qʰ a j ʔ,,Sagart2019,1184,,,,,m + qʰ a.j ʔ,,,1,,Sagart2019
OldChinese-3-Ant-2,,OldChinese,3-Ant,qʰˤ.o.ʔ,qʰˤ.o.ʔ,qʰˤ o ʔ,"WT grog-ma, etc.",Sagart2019,1183,,,,,qʰˤ o ʔ,,,1,,Sagart2019
OldTibetan-3-Ant-1,,OldTibetan,3-Ant,g.r.o.g.+.m.a,g.r.o.g.+.m.a,g r o g + m a,not in OT?,Sagart2019,1183,,,,,g r o.g + m a,,,1,,Sagart2019
OldTibetan-8-Bad-1,,OldTibetan,8-Bad,ŋ.a.n,ŋ.a.n,ŋ a n,,Sagart2019,1185,,,,,ŋ a.n,,,1,,Sagart2019
Lhasa-8-Bad-1,,Lhasa,8-Bad,ŋ.ɛ̃.∼.¹³.◦.p.o.⁵⁵,ŋ.ɛ̃.∼.¹³.◦.p.o.⁵⁵,ŋ ɛ̃ ¹³ + p o ⁵⁵,,Sagart2019,1185,,,,,ŋ ɛ̃ ¹³ + p o ⁵⁵,,,1,,Sagart2019
Lhasa-8-Bad-2,,Lhasa,8-Bad,t.u.¹³.◦.k.o.⁵⁵,t.u.¹³.◦.k.o.⁵⁵,t u ¹³ + k o ⁵⁵,,Sagart2019,1186,,,,,t u ¹³ + k o ⁵⁵,,,1,,Sagart2019
Batang-8-Bad-1,,Batang,8-Bad,d.u.⁵⁵.◦.p.ᴜ.⁵³,d.u.⁵⁵.◦.p.ᴜ.⁵³,d u ⁵⁵ + p u ⁵³,,Sagart2019,1186,,,,,d u ⁵⁵ + p u ⁵³,,,1,,Sagart2019
Batang-8-Bad-2,,Batang,8-Bad,ɕ.ɑ.u.⁵⁵.◦.d.ɛ.ʔ.⁵³,ɕ.ɑ.u.⁵⁵.◦.d.ɛ.ʔ.⁵³,ɕ ɑu ⁵⁵ + d ɛ ʔ ⁵³,,Sagart2019,1187,,,,,ɕ ɑu ⁵⁵ + d ɛ ʔ ⁵³,,,1,,Sagart2019
Xiahe-8-Bad-1,,Xiahe,8-Bad,a._.χ.a._.m.a,a._.χ.a._.m.a,a + χ a + m a,,Sagart2019,1188,,,,,a + χ a + m a,,,1,,Sagart2019
Xiahe-8-Bad-2,,Xiahe,8-Bad,ŋ.a.n,ŋ.a.n,ŋ a n,,Sagart2019,1185,,,,,ŋ a.n,,,1,,Sagart2019
Alike-8-Bad-1,,Alike,8-Bad,ŋ.a.n._.b.æ,ŋ.a.n._.b.æ,ŋ a n + b æ,,Sagart2019,1185,,,,,ŋ a.n + b æ,,,1,,Sagart2019
OldChinese-8-Bad-1,,OldChinese,8-Bad,ʔˤ.a.k,ʔˤ.a.k,ʔˤ a k,WT ag-po 'bad',Sagart2019,1189,,,,,ʔˤ a.k,,,1,,Sagart2019
Lhasa-10-Barley-1,,Lhasa,10-Barley,s.oː.⁵⁵,s.oː.⁵⁵,s oː ⁵⁵,,Sagart2019,1190,,,,,s oː ⁵⁵,,,1,,Sagart2019
Lhasa-10-Barley-2,,Lhasa,10-Barley,s.o.⁵⁵.◦.w.a.⁵⁵,s.o.⁵⁵.◦.w.a.⁵⁵,s o ⁵⁵ + w a ⁵⁵,,Sagart2019,1190,,,,,s o ⁵⁵ + w a ⁵⁵,,,1,,Sagart2019
Batang-10-Barley-1,,Batang,10-Barley,sh.ɑ.⁵⁵,sh.ɑ.⁵⁵,sʰ ɑ ⁵⁵,,Sagart2019,1190,,,,,sʰ ɑ ⁵⁵,,,1,,Sagart2019
OldTibetan-10-Barley-1,,OldTibetan,10-Barley,n.a.s,n.a.s,n a s,,Sagart2019,1191,,,,,n a.s,,,1,,Sagart2019
OldTibetan-14-Belly-1,,OldTibetan,14-Belly,pʰ.o.b.a,pʰ.o.b.a,pʰ o + b a,,Sagart2019,1192,,,,,pʰ o + b a,,,1,,Sagart2019
Alike-14-Belly-1,,Alike,14-Belly,h.o,h.o,h o,,Sagart2019,1192,,,,,h o,,,1,,Sagart2019
Lhasa-14-Belly-1,,Lhasa,14-Belly,tʂh.o.¹³.◦.k.o.⁵²,tʂh.o.¹³.◦.k.o.⁵²,ʈʂʰ o ¹³ + k o ⁵²,,Sagart2019,1193,,,,,ʈʂʰ o ¹³ + k o ⁵²,,,1,,Sagart2019
Batang-14-Belly-1,,Batang,14-Belly,tʂ.ᴜ.¹³.◦.p.a.⁵³,tʂ.ᴜ.¹³.◦.p.a.⁵³,ʈʂ u ¹³ + p a ⁵³,,Sagart2019,1193,,,,,ʈʂ u ¹³ + p a ⁵³,,,1,,Sagart2019
Xiahe-14-Belly-1,,Xiahe,14-Belly,h.o,h.o,h o,,Sagart2019,1192,,,,,h o,,,1,,Sagart2019
OldChinese-14-Belly-1,,OldChinese,14-Belly,p.u.k,p.u.k,p u k,,Sagart2019,1194,,,,,p u.k,,,1,,Sagart2019
OldTibetan-15-Big-1,,OldTibetan,15-Big,tɕʰ.e,tɕʰ.e,tɕʰ e,,Sagart2019,1195,,,,,tɕʰ e,,,1,,Sagart2019
Lhasa-15-Big-1,,Lhasa,15-Big,tɕʰ.ẽ.∼.⁵⁵.◦.p.o.⁵⁵,tɕʰ.ẽ.∼.⁵⁵.◦.p.o.⁵⁵,tɕʰ ẽ ⁵⁵ + p o ⁵⁵,,Sagart2019,1195,,,,,tɕʰ ẽ ⁵⁵ + p o ⁵⁵,,,1,,Sagart2019
Batang-15-Big-1,,Batang,15-Big,tɕʰ.ɪ.⁵³,tɕʰ.ɪ.⁵³,tɕʰ ɪ ⁵³,,Sagart2019,1195,,,,,tɕʰ ɪ ⁵³,,,1,,Sagart2019
Batang-15-Big-2,,Batang,15-Big,tɕʰ.ɑ.u.¹³,tɕʰ.ɑ.u.¹³,tɕʰ ɑu ¹³,,Sagart2019,1195,,,,,tɕʰ ɑu ¹³,,,1,,Sagart2019
Xiahe-15-Big-1,,Xiahe,15-Big,tɕh.e._.w.o,tɕh.e._.w.o,tɕʰ e + w o,,Sagart2019,1195,,,,,tɕʰ e + w o,,,1,,Sagart2019
Alike-15-Big-1,,Alike,15-Big,tɕh.e,tɕh.e,tɕʰ e,,Sagart2019,1195,,,,,tɕʰ e,,,1,,Sagart2019
OldChinese-15-Big-1,,OldChinese,15-Big,lˤ.a.t.+.s,lˤ.a.t.+.s,lˤ a t + s,,Sagart2019,1196,,,,,lˤ a.t + s,,,1,,Sagart2019
OldTibetan-16-Tobite-1,,OldTibetan,16-Tobite,b.z.a.s,b.z.a.s,b z a s,,Sagart2019,1197,,,,,b.z a.s,,,1,,Sagart2019
Lhasa-16-Tobite-1,,Lhasa,16-Tobite,s.o.⁵⁵._.c.a.¹³²,s.o.⁵⁵._.c.a.¹³²,s o ⁵⁵ + c a ¹³²,,Sagart2019,1198,,,,,s o ⁵⁵ + c a ¹³²,,,1,,Sagart2019
Batang-16-Tobite-1,,Batang,16-Tobite,ndʐ.ɛ.ʔ.⁵³,ndʐ.ɛ.ʔ.⁵³,ⁿɖʐ ɛ ʔ ⁵³,!,Sagart2019,1199,,,,,ⁿɖʐ ɛ.ʔ ⁵³,,,1,,Sagart2019
Xiahe-16-Tobite-1,,Xiahe,16-Tobite,sʰ.o._.nd.e.p,sʰ.o._.nd.e.p,sʰ o + ⁿd e p,!,Sagart2019,1198,,,,,sʰ o + ⁿd e.p,,,1,,Sagart2019
Alike-16-Tobite-1,,Alike,16-Tobite,w.a._.w.d.i._.w.ɟ.j.a.p,w.a._.w.d.i._.w.ɟ.j.a.p,w a + w d i + w ɟ j a p,!,Sagart2019,1200,,,,,w a + w.d i + w.ɟ.j a.p,,,1,,Sagart2019
OldChinese-16-Tobite-1,,OldChinese,16-Tobite,d.e.t.+.s,d.e.t.+.s,d e t + s,,Sagart2019,1201,,,,,d e.t + s,,,1,,Sagart2019
OldTibetan-16-Tobite-2,,OldTibetan,16-Tobite,r.m.u.g,r.m.u.g,r m u g,,Sagart2019,1202,,,,,r.m u.g,,,1,,Sagart2019
OldTibetan-17-Black-1,,OldTibetan,17-Black,n.a.g.◦,n.a.g.◦,n a g,,Sagart2019,1203,,,,,n a.g,,,1,,Sagart2019
Lhasa-17-Black-1,,Lhasa,17-Black,n.a.¹³.◦.k.o.⁵⁵,n.a.¹³.◦.k.o.⁵⁵,n a ¹³ + k o ⁵⁵,,Sagart2019,1203,,,,,n a ¹³ + k o ⁵⁵,,,1,,Sagart2019
Batang-17-Black-1,,Batang,17-Black,n.ɑ.¹³.◦.n.ɑ.ʔ.⁵³,n.ɑ.¹³.◦.n.ɑ.ʔ.⁵³,n ɑ ¹³ + n ɑ ʔ ⁵³,,Sagart2019,1203,,,,,n ɑ ¹³ + n ɑ.ʔ ⁵³,,,1,,Sagart2019
Xiahe-17-Black-1,,Xiahe,17-Black,n.a.χ._.k.w.o,n.a.χ._.k.w.o,n a χ + k w o,,Sagart2019,1203,,,,,n a.χ + k.w o,,,1,,Sagart2019
Alike-17-Black-1,,Alike,17-Black,n.o.k._.k.o,n.o.k._.k.o,n o k + k o,,Sagart2019,1203,,,,,n o.k + k o,,,1,,Sagart2019
OldChinese-17-Black-1,,OldChinese,17-Black,ts.r.ə,ts.r.ə,ts r ə,!remove!,Sagart2019,1204,,,,,ts.r ə,,,1,,Sagart2019
OldChinese-17-Black-2,,OldChinese,17-Black,m̥ˤ.ə.k,m̥ˤ.ə.k,m̥ˤ ə k,,Sagart2019,1205,,,,,m̥ˤ ə.k,,,1,,Sagart2019
OldTibetan-18-Blood-1,,OldTibetan,18-Blood,kʰ.r.a.g,kʰ.r.a.g,kʰ r a g,,Sagart2019,1206,,,,,kʰ.r a.g,,,1,,Sagart2019
Lhasa-18-Blood-1,,Lhasa,18-Blood,tʂh.a.⁵²,tʂh.a.⁵²,ʈʂʰ a ⁵²,,Sagart2019,1206,,,,,ʈʂʰ a ⁵²,,,1,,Sagart2019
Batang-18-Blood-1,,Batang,18-Blood,tʂh.ɑ.ʔ.⁵³,tʂh.ɑ.ʔ.⁵³,ʈʂʰ ɑ ʔ ⁵³,,Sagart2019,1206,,,,,ʈʂʰ ɑ.ʔ ⁵³,,,1,,Sagart2019
Xiahe-18-Blood-1,,Xiahe,18-Blood,tɕh.a.χ,tɕh.a.χ,tɕʰ a χ,,Sagart2019,1206,,,,,tɕʰ a.χ,,,1,,Sagart2019
Alike-18-Blood-1,,Alike,18-Blood,cçh.a.k,cçh.a.k,cçʰ a k,!,Sagart2019,1206,,,,,cçʰ a.k,,,1,,Sagart2019
OldChinese-18-Blood-1,,OldChinese,18-Blood,m̥ˤ.i.k,m̥ˤ.i.k,m̥ˤ i k,,Sagart2019,1207,,,,,m̥ˤ i.k,,,1,,Sagart2019
OldTibetan-21-Bone-1,,OldTibetan,21-Bone,r.u.s,r.u.s,r u s,,Sagart2019,1208,,,,,r u.s,,,1,,Sagart2019
Alike-21-Bone-1,,Alike,21-Bone,r.ə._.p.æ,r.ə._.p.æ,r ə + p æ,,Sagart2019,1208,,,,,r ə + p æ,,,1,,Sagart2019
Lhasa-21-Bone-1,,Lhasa,21-Bone,r.y.⁵⁵.◦.k.o.⁵²,r.y.⁵⁵.◦.k.o.⁵²,r y ⁵⁵ + k o ⁵²,,Sagart2019,1208,,,,,r y ⁵⁵ + k o ⁵²,,,1,,Sagart2019
Batang-21-Bone-1,,Batang,21-Bone,ʐ.ᴜ.¹³.◦.p.a.⁵³,ʐ.ᴜ.¹³.◦.p.a.⁵³,ʐ u ¹³ + p a ⁵³,,Sagart2019,1208,,,,,ʐ u ¹³ + p a ⁵³,,,1,,Sagart2019
Lhasa-21-Bone-2,,Lhasa,21-Bone,r.y.¹³.◦.p.ə.⁵⁵,r.y.¹³.◦.p.ə.⁵⁵,r y ¹³ + p ə ⁵⁵,,Sagart2019,1208,,,,,r y ¹³ + p ə ⁵⁵,,,1,,Sagart2019
Xiahe-21-Bone-1,,Xiahe,21-Bone,r.ə._.p.a,r.ə._.p.a,r ə + p a,,Sagart2019,1208,,,,,r ə + p a,,,1,,Sagart2019
OldChinese-21-Bone-1,,OldChinese,21-Bone,kˤ.u.t,kˤ.u.t,kˤ u t,,Sagart2019,1209,,,,,kˤ u.t,,,1,,Sagart2019
OldTibetan-25-Breast-1,,OldTibetan,25-Breast,n.u.m.a,n.u.m.a,n u + m a,,Sagart2019,1210,,,,,n u + m a,,,1,,Sagart2019
Lhasa-25-Breast-1,,Lhasa,25-Breast,o.¹³.◦.m.a.⁵⁵,o.¹³.◦.m.a.⁵⁵,o ¹³ + m a ⁵⁵,,Sagart2019,1211,,,,,o ¹³ + m a ⁵⁵,,,1,,Sagart2019
Batang-25-Breast-1,,Batang,25-Breast,ȵ.ɑ.⁵⁵.◦.ȵ.ɑ.ʔ.⁵³,ȵ.ɑ.⁵⁵.◦.ȵ.ɑ.ʔ.⁵³,ȵ ɑ ⁵⁵ + ȵ ɑ ʔ ⁵³,,Sagart2019,1210,,,,,ȵ ɑ ⁵⁵ + ȵ ɑ.ʔ ⁵³,,,1,,Sagart2019
Xiahe-25-Breast-1,,Xiahe,25-Breast,n.ə._.m.a,n.ə._.m.a,n ə + m a,,Sagart2019,1210,,,,,n ə + m a,,,1,,Sagart2019
Alike-25-Breast-1,,Alike,25-Breast,n.ə._.m.æ,n.ə._.m.æ,n ə + m æ,,Sagart2019,1210,,,,,n ə + m æ,,,1,,Sagart2019
OldChinese-25-Breast-1,,OldChinese,25-Breast,n.o.ʔ,n.o.ʔ,n o ʔ,,Sagart2019,1210,,,,,n o.ʔ,,,1,,Sagart2019
OldTibetan-32-Tochew-1,,OldTibetan,32-Tochew,ɴ.tɕʰ.a,ɴ.tɕʰ.a,ɴ tɕʰ a,,Sagart2019,1212,,,,,ɴ.tɕʰ a,,,1,,Sagart2019
Xiahe-32-Tochew-1,,Xiahe,32-Tochew,d.a.l,d.a.l,d a l,,Sagart2019,1213,,,,,d a.l,,,1,,Sagart2019
Lhasa-32-Tochew-1,,Lhasa,32-Tochew,m.u.r.¹³,m.u.r.¹³,m u r ¹³,,Sagart2019,1214,,,,,m u.r ¹³,,,1,,Sagart2019
Batang-32-Tochew-1,,Batang,32-Tochew,tɕ.a.⁵³,tɕ.a.⁵³,tɕ a ⁵³,,Sagart2019,1212,,,,,tɕ a ⁵³,,,1,,Sagart2019
Alike-32-Tochew-1,,Alike,32-Tochew,m.o._.r.e,m.o._.r.e,m o + r e,,Sagart2019,1214,,,,,m o + r e,,,1,,Sagart2019
Alike-32-Tochew-2,,Alike,32-Tochew,r.d.a.t,r.d.a.t,r d a t,!,Sagart2019,1213,,,,,r.d a.t,,,1,,Sagart2019
Batang-32-Tochew-2,,Batang,32-Tochew,m.ᴜ.²³¹,m.ᴜ.²³¹,m u ²³¹,,Sagart2019,1214,,,,,m u ²³¹,,,1,,Sagart2019
OldChinese-32-Tochew-1,,OldChinese,32-Tochew,dz.e.w.k.+.s,dz.e.w.k.+.s,dz e w k + s,,Sagart2019,1215,,,,,dz e.w.k + s,,,1,,Sagart2019
OldTibetan-36-Cloud-1,,OldTibetan,36-Cloud,s.p.r.i.n,s.p.r.i.n,s p r i n,,Sagart2019,1216,,,,,s.p.r i.n,,,1,,Sagart2019
Batang-36-Cloud-1,,Batang,36-Cloud,tʂ.ĩ.∼.⁵⁵,tʂ.ĩ.∼.⁵⁵,ʈʂ ĩ ⁵⁵,,Sagart2019,1216,,,,,ʈʂ ĩ ⁵⁵,,,1,,Sagart2019
Xiahe-36-Cloud-1,,Xiahe,36-Cloud,ʂ.ə.n,ʂ.ə.n,ʂ ə n,,Sagart2019,1216,,,,,ʂ ə n,,,1,,Sagart2019
Lhasa-36-Cloud-1,,Lhasa,36-Cloud,tʂ.ĩ.∼.⁵⁵.◦.p.ə.⁵⁵,tʂ.ĩ.∼.⁵⁵.◦.p.ə.⁵⁵,ʈʂ ĩ ⁵⁵ + p ə ⁵⁵,,Sagart2019,1216,,,,,ʈʂ ĩ ⁵⁵ + p ə ⁵⁵,,,1,,Sagart2019
Alike-36-Cloud-1,,Alike,36-Cloud,w.tʂ.ə.n,w.tʂ.ə.n,w ʈʂ ə n,!,Sagart2019,1216,,,,,w.ʈʂ ə.n,,,1,,Sagart2019
OldChinese-36-Cloud-1,,OldChinese,36-Cloud,ɢʷ.ə.n,ɢʷ.ə.n,ɢʷ ə n,,Sagart2019,1217,,,,,ɢʷ ə n,,,1,,Sagart2019
OldTibetan-37-Cold-1,,OldTibetan,37-Cold,g.r.a.ŋ.◦,g.r.a.ŋ.◦,g r a ŋ,,Sagart2019,1218,,,,,g.r a.ŋ,,,1,,Sagart2019
Xiahe-37-Cold-1,,Xiahe,37-Cold,tɕ.a.ŋ,tɕ.a.ŋ,tɕ a ŋ,,Sagart2019,1218,,,,,tɕ a.ŋ,,,1,,Sagart2019
Lhasa-37-Cold-1,,Lhasa,37-Cold,tʂh.ə.ŋ.¹³.◦.ŋ.u.⁵⁵,tʂh.ə.ŋ.¹³.◦.ŋ.u.⁵⁵,ʈʂʰ ə ŋ ¹³ + ŋ u ⁵⁵,,Sagart2019,1218,,,,,ʈʂʰ ə.ŋ ¹³ + ŋ u ⁵⁵,,,1,,Sagart2019
Lhasa-37-Cold-2,,Lhasa,37-Cold,ch.a.⁵⁵.◦.k.o.⁵⁵,ch.a.⁵⁵.◦.k.o.⁵⁵,ch/ts a ⁵⁵ + k o ⁵⁵,,Sagart2019,1219,,,,,ch/ts a ⁵⁵ + k o ⁵⁵,,,1,,Sagart2019
Batang-37-Cold-1,,Batang,37-Cold,tʂ.õ.∼.¹³.◦.m.ᴜ.⁵³,tʂ.õ.∼.¹³.◦.m.ᴜ.⁵³,ʈʂ õ ¹³ + m u ⁵³,,Sagart2019,1218,,,,,ʈʂ õ ¹³ + m u ⁵³,,,1,,Sagart2019
Xiahe-37-Cold-2,,Xiahe,37-Cold,tɕh.a.χ._.k.w.a,tɕh.a.χ._.k.w.a,tɕʰ a χ + k w a,,Sagart2019,1219,,,,,tɕʰ a.χ + k.w a,,,1,,Sagart2019
Alike-37-Cold-1,,Alike,37-Cold,n.cçh.a.k,n.cçh.a.k,n cçʰ a k,!,Sagart2019,1219,,,,,n.cçʰ a.k,,,1,,Sagart2019
OldChinese-37-Cold-1,,OldChinese,37-Cold,tsʰ.e.ŋ.+.s,tsʰ.e.ŋ.+.s,tsʰ e ŋ + s,!remove!,Sagart2019,1220,,,,,tsʰ e.ŋ + s,,,1,,Sagart2019
OldChinese-37-Cold-2,,OldChinese,37-Cold,tsʰˤ.a.ŋ,tsʰˤ.a.ŋ,tsʰˤ a ŋ,!remove!,Sagart2019,1221,,,,,tsʰˤ a.ŋ,,,1,,Sagart2019
OldChinese-37-Cold-3,,OldChinese,37-Cold,C/.+.r.a.ŋ,C/.+.r.a.ŋ,ç/k + r a ŋ,WT grang-ba,Sagart2019,1218,,,,,ç/k + r a.ŋ,,,1,,Sagart2019
OldChinese-37-Cold-4,,OldChinese,37-Cold,C/.ə.+.gˤ.a.n,C/.ə.+.gˤ.a.n,ç/k ə + gˤ a n,!remove!,Sagart2019,1222,,,,,ç/k ə + gˤ a.n,,,1,,Sagart2019
OldChinese-37-Cold-5,,OldChinese,37-Cold,rˤ.e.ŋ.ʔ,rˤ.e.ŋ.ʔ,rˤ e ŋ ʔ,!remove!,Sagart2019,1218,,,,,rˤ e.ŋ ʔ,,,1,,Sagart2019
OldTibetan-38-Tocome-1,,OldTibetan,38-Tocome,j.o.ŋ,j.o.ŋ,j o ŋ,,Sagart2019,1223,,,,,j o.ŋ,,,1,,Sagart2019
Lhasa-38-Tocome-1,,Lhasa,38-Tocome,ɕ.o.⁵²,ɕ.o.⁵²,ɕ o ⁵²,,Sagart2019,1224,,,,,ɕ o.⁵²,,,1,,Sagart2019
Lhasa-38-Tocome-2,,Lhasa,38-Tocome,j.o.ŋ.¹³,j.o.ŋ.¹³,j o ŋ ¹³,,Sagart2019,1223,,,,,j o.ŋ ¹³,,,1,,Sagart2019
Lhasa-38-Tocome-3,,Lhasa,38-Tocome,ph.e.⁵²,ph.e.⁵²,pʰ e ⁵²,,Sagart2019,1225,,,,,pʰ e ⁵²,,,1,,Sagart2019
Batang-38-Tocome-1,,Batang,38-Tocome,ʔ.õ.∼.¹³,ʔ.õ.∼.¹³,ʔ õ ¹³,,Sagart2019,1223,,,,,ʔ õ ¹³,,,1,,Sagart2019
Batang-38-Tocome-2,,Batang,38-Tocome,xh.o.ʔ.⁵³,xh.o.ʔ.⁵³,xʰ o ʔ ⁵³,,Sagart2019,1224,,,,,xʰ o.ʔ ⁵³,,,1,,Sagart2019
Xiahe-38-Tocome-1,,Xiahe,38-Tocome,j.o.ŋ,j.o.ŋ,j o ŋ,,Sagart2019,1223,,,,,j o.ŋ,,,1,,Sagart2019
Alike-38-Tocome-1,,Alike,38-Tocome,j.o.ŋ,j.o.ŋ,j o ŋ,,Sagart2019,1223,,,,,j o.ŋ,,,1,,Sagart2019
Alike-38-Tocome-2,,Alike,38-Tocome,xh.o.k,xh.o.k,xʰ o k,?,Sagart2019,1224,,,,,xʰ o.k,,,1,,Sagart2019
