ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS	MORPHEMES	COGID	ALIGNMENT
569	Kagate	Ring	sipt̪ur	sipt̪ur	s i p + t̪ u r	2257 2254	_ring RING	663	s i p + t̪ u r
823	Lowa	Ring	set̪op	set̪op	s e + t̪ o p	2253 2254	_ring RING	663	s e - + t̪ o p
1080	Nubri	Ring	soɹt̪ob	soɹt̪ob	s o ɹ + t̪ o b	2253 2254	_ring RING	663	s o ɹ + t̪ o b
1332	Sherpa	Ring	sert̪ub	sert̪ub	s e r + t̪ u b	2253 2254	_ring RING	663	s e r + t̪ u b
1577	Tsum	Ring	sot̪ob	sot̪ob	s o + t̪ o b	2253 2254	_ring RING	663	s o - + t̪ o b
1840	Yolmo	Ring	sit̪ub	sit̪ub	s i + t̪ u b	2257 2254	_ring RING	663	s i - + t̪ u b
54	Gyalsumdo	River	tsaŋpu	tsaŋpu	ts a ŋ + p u	2270 2271	RIVER _river	668	ts a ŋ + p u
316	Jirel	River	tʰaŋka	tʰaŋka	tʰ a ŋ + k a	2270 2272	RIVER _river	668	tʰ a ŋ + k a
576	Kagate	River	tsaŋbu	tsaŋbu	ts a ŋ + b u	2270 2271	RIVER _river	668	ts a ŋ + b u
830	Lowa	River	tsaŋpo	tsaŋpo	ts a ŋ + p o	2270 2271	RIVER _river	668	ts a ŋ + p o
1087	Nubri	River	kjuɡtɕʰju	kjuɡtɕʰju	k j u + g tɕʰ j u	2273 2274	RIVER _river	671	k j u + g tɕʰ j u
1340	Sherpa	River	tsəŋbu	tsəŋbu	ts ə ŋ + b u	2270 2271	RIVER _river	668	ts ə ŋ + b u
1584	Tsum	River	tsaŋbo	tsaŋbo	ts a ŋ + b o	2270 2271	RIVER _river	668	ts a ŋ + b o
1848	Yolmo	River	tsəŋbu	tsəŋbu	ts ə ŋ + b u	2270 2271	RIVER _river	668	ts ə ŋ + b u
31	Gyalsumdo	Roof	kʰaŋt̪ø	kʰaŋt̪ø	kʰ a ŋ + t̪ ø	2287 2288	_roof ROOF	673	kʰ a ŋ + t̪ ø -
32	Gyalsumdo	Roof	 t̪ʰo	t̪ʰo	t̪ʰ o	2288	ROOF	673	t̪ʰ o -
295	Jirel	Roof	tsʰanu	tsʰanu	tsʰ a + n u	2289 2290	ROOF _roof	676	tsʰ a + n u
556	Kagate	Roof	t̪uŋso	t̪uŋso	t̪ u ŋ + s o	2291 2292	ROOF _roof	675	t̪ u ŋ + s o
810	Lowa	Roof	t̪aŋ	t̪aŋ	t̪ a ŋ	2291	ROOF	675	t̪ a ŋ
1067	Nubri	Roof	t̪ʰɔ	t̪ʰɔ	t̪ʰ ɔ	2288	ROOF	673	t̪ʰ ɔ -
1319	Sherpa	Roof	t̪ʰok	t̪ʰok	t̪ʰ o k	2288	ROOF	673	t̪ʰ o k
1564	Tsum	Roof	kʰand̪oʔ	kʰand̪oʔ	kʰ a n/n + d o ʔ	2287 2288	_roof ROOF	673	kʰ a n/n + d o ʔ
71	Gyalsumdo	Root	pat̪a	pat̪a	p a + t̪ a	2300 2301	_root ROOT	680	p a + t̪ - a -
333	Jirel	Root	tsapɹen	tsapɹen	ts a + p ɹ e n	2302 2303	ROOT _root	679	ts a - + p ɹ e n
592	Kagate	Root	tsarŋe	tsarŋe	ts a r + ŋ e	2302 2304	ROOT _root	679	ts a r + ŋ e
848	Lowa	Root	tsawa	tsawa	ts a + w a	2302 2305	ROOT _root	679	ts a - + w a
1103	Nubri	Root	tsa	tsa	ts a	2302	ROOT	679	ts a -
1356	Sherpa	Root	dzət̪ak	dzət̪ak	dz ə + t̪ a k	2302 2301	ROOT _root	679	dz ə - + t̪ - a k
1600	Tsum	Root	tɹat̪oʔ	tɹat̪oʔ	t ɹ a + t̪ o ʔ	2301 2306	ROOT _root	680	t ɹ a - + t̪ o ʔ
1864	Yolmo	Root	tsaɾki	tsaɾki	ts a ɾ + k i	2302 2307	ROOT _root	679	ts a ɾ + k i
42	Gyalsumdo	Rope	t̪ʰaɡpa	t̪ʰaɡpa	t̪ʰ a g + p a	2316 2317	ROPE _rope	687	t̪ʰ a g + p a
305	Jirel	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	2316 2317	ROPE _rope	687	t̪ʰ a k + p a
565	Kagate	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	2316 2317	ROPE _rope	687	t̪ʰ a k + p a
819	Lowa	Rope	t̪ʰaɡpa	t̪ʰaɡpa	t̪ʰ a g + p a	2316 2317	ROPE _rope	687	t̪ʰ a g + p a
1076	Nubri	Rope	t̪ʰaɡpa	t̪ʰaɡpa	t̪ʰ a g + p a	2316 2317	ROPE _rope	687	t̪ʰ a g + p a
1328	Sherpa	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	2316 2317	ROPE _rope	687	t̪ʰ a k + p a
1573	Tsum	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	2316 2317	ROPE _rope	687	t̪ʰ a k + p a
1836	Yolmo	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	2316 2317	ROPE _rope	687	t̪ʰ a k + p a
248	Gyalsumdo	Rope used to tie animals	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	2333 2334	ROPE _rope	689	t̪ʰ a k + p a
510	Jirel	Rope used to tie animals	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	2333 2334	ROPE _rope	689	t̪ʰ a k + p a
760	Kagate	Rope used to tie animals	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	2333 2334	ROPE _rope	689	t̪ʰ a k + p a
1020	Lowa	Rope used to tie animals	t̪ʰaɡpa	t̪ʰaɡpa	t̪ʰ a g + p a	2333 2334	ROPE _rope	689	t̪ʰ a g + p a
1270	Nubri	Rope used to tie animals	hɹeli	hɹeli	h ɹ e + l i	2335 2336	ROPE _rope	691	h ɹ e + l i
1518	Sherpa	Rope used to tie animals	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	2333 2334	ROPE _rope	689	t̪ʰ a k + p a
1774	Tsum	Rope used to tie animals	mit̪aʔ	mit̪aʔ	m i + t̪ a ʔ	2337 2333	_rope ROPE	689	m i + t̪ a ʔ
2031	Yolmo	Rope used to tie animals	ɹel	ɹel	ɹ e l	2338	ROPE	694	ɹ e l
92	Gyalsumdo	Salt	tsʰa	tsʰa	tsʰ a	2349	SALT	695	tsʰ a
353	Jirel	Salt	tsʰa	tsʰa	tsʰ a	2349	SALT	695	tsʰ a
612	Kagate	Salt	tsʰa	tsʰa	tsʰ a	2349	SALT	695	tsʰ a
869	Lowa	Salt	tsʰa	tsʰa	tsʰ a	2349	SALT	695	tsʰ a
1123	Nubri	Salt	tsʰa	tsʰa	tsʰ a	2349	SALT	695	tsʰ a
1376	Sherpa	Salt	tsʰa	tsʰa	tsʰ a	2349	SALT	695	tsʰ a
1620	Tsum	Salt	tsʰa	tsʰa	tsʰ a	2349	SALT	695	tsʰ a
1884	Yolmo	Salt	tsʰa	tsʰa	tsʰ a	2349	SALT	695	tsʰ a
190	Gyalsumdo	Same	ot̪iɹaŋ	ot̪iɹaŋ	o + t̪ i + ɹ a ŋ	2358 2359 2360	_same SAME _same	696	o + t̪ i + - ɹ a ŋ
191	Gyalsumdo	Same	od̪iɹaŋ	od̪iɹaŋ	o + d̪ i + ɹ a ŋ	2358 2359 2360	_same SAME _same	696	o + d̪ i + - ɹ a ŋ
192	Gyalsumdo	Same	taɡe	taɡe	t a + g e	2359 2367	SAME _same	696	t a + g e
450	Jirel	Same	t̪ʰokɹaŋ	t̪ʰokɹaŋ	t̪ʰ o + k ɹ a ŋ	2359 2360	SAME _same	696	t̪ʰ o + k ɹ a ŋ
708	Kagate	Same	wokʰora	wokʰora	w o + kʰ o + r a	2361 2362 2360	_same _same SAME	697	w o + kʰ o + - r a -
968	Lowa	Same	tɕikpa	tɕikpa	tɕ i k + p a	2363 2364	SAME _same	700	tɕ i k + p a
1217	Nubri	Same	tɕɔtɕo	tɕɔtɕo	tɕ ɔ + tɕ o	2362 2365	SAME _same	699	tɕ ɔ + tɕ o
1469	Sherpa	Same	tɕikparaŋ	tɕikparaŋ	tɕ i k + p a + r a ŋ	2363 2364 2360	_same _same SAME	697	tɕ i k + p a + - r a ŋ
1712	Tsum	Same	od̪e	od̪e	o + d̪ e	2358 2359	_same SAME	696	o + d̪ e
1977	Yolmo	Same	andaɾaŋ	andaɾaŋ	a n/n + d a + ɾ a ŋ	2366 2359 2360	_same SAME _same	696	a n/n + d a + - ɾ a ŋ
61	Gyalsumdo	Sand	pema	pema	p e + m a	2384 2385	SAND _sand	706	p e + m a
324	Jirel	Sand	pʰesa	pʰesa	pʰ e + s a	2384 2386	SAND _sand	706	pʰ e + s a
583	Kagate	Sand	pema	pema	p e + m a	2384 2385	SAND _sand	706	p e + m a
838	Lowa	Sand	pema	pema	p e + m a	2384 2385	SAND _sand	706	p e + m a
1094	Nubri	Sand	pɛ̃:	pɛ̃:	p ɛ̃ː	2384	SAND	706	p ɛ̃ː
1347	Sherpa	Sand	pʰema	pʰema	pʰ e + m a	2384 2385	SAND _sand	706	pʰ e + m a
1591	Tsum	Sand	ijãʔ	ijãʔ	i + j ã ʔ	2387 2388	SAND _sand	709	i + j ã ʔ
1855	Yolmo	Sand	pema	pema	p e + m a	2384 2385	SAND _sand	706	p e + m a
172	Gyalsumdo	Seven	t̪yn	t̪yn	t̪ y n	2400	SEVEN	711	t̪ y n
432	Jirel	Seven	nd̪uin	nd̪uin	ⁿd ui n	2400	SEVEN	711	ⁿd ui n
690	Kagate	Seven	t̪in	t̪in	t̪ i n	2400	SEVEN	711	t̪ i n
947	Lowa	Seven	t̪yn	t̪yn	t̪ y n	2400	SEVEN	711	t̪ y n
1197	Nubri	Seven	t̪yn̪	t̪yn̪	t̪ y n̪	2400	SEVEN	711	t̪ y n̪
1451	Sherpa	Seven	d̪in	d̪in	d̪ i n	2400	SEVEN	711	d̪ i n
1694	Tsum	Seven	t̪un	t̪un	t̪ u n	2400	SEVEN	711	t̪ u n
1958	Yolmo	Seven	t̪in	t̪in	t̪ i n	2400	SEVEN	711	t̪ i n
226	Gyalsumdo	She	mo	mo	m o	2409	SHE	712	m o
491	Jirel	She	t̪ʰe	t̪ʰe	t̪ʰ e	2410	SHE	713	t̪ʰ e
740	Kagate	She	mo	mo	m o	2409	SHE	712	m o
1001	Lowa	She	mo	mo	m o	2409	SHE	712	m o
1249	Nubri	She	mo	mo	m o	2409	SHE	712	m o
1500	Sherpa	She	t̪ʰi	t̪ʰi	t̪ʰ i	2410	SHE	713	t̪ʰ i
1751	Tsum	She	mo	mo	m o	2409	SHE	712	m o
2010	Yolmo	She	mo	mo	m o	2409	SHE	712	m o
149	Gyalsumdo	Short	t̪øma	t̪øma	t̪ ø + m a	2418 2419	_short SHORT	714	t̪ ø + m a
408	Jirel	Short	t̪ʰumma	t̪ʰumma	t̪ʰ u m + m a	2420 2419	_short SHORT	714	t̪ʰ u m + m a
668	Kagate	Short	t̪ʰimi	t̪ʰimi	t̪ʰ i + m i	2418 2419	_short SHORT	714	t̪ʰ i + m i
924	Lowa	Short	t̪uŋwa	t̪uŋwa	t̪ u ŋ + w a	2420 2421	SHORT _short	715	t̪ u ŋ + w a
1175	Nubri	Short	t̪ɛ̃n̪d̪ɛ̃	t̪ɛ̃n̪d̪ɛ̃	t̪ ɛ̃ n/n̪ + d̪ ɛ̃	2420 2418	SHORT _short	715	t̪ ɛ̃ n/n̪ + d̪ ɛ̃
1429	Sherpa	Short	t̪ʰinme	t̪ʰinme	t̪ʰ i n + m e	2420 2419	_short SHORT	714	t̪ʰ i n + m e
1672	Tsum	Short	t̪ʰyma	t̪ʰyma	t̪ʰ y + m a	2420 2419	_short SHORT	714	t̪ʰ y - + m a
1936	Yolmo	Short	t̪ʰemu	t̪ʰemu	t̪ʰ e + m u	2418 2419	_short SHORT	714	t̪ʰ e + m u
170	Gyalsumdo	Six	tuk	tuk	t u k	2435	SIX	718	t - u k
171	Gyalsumdo	Six	tʰuk	tʰuk	tʰ u k	2435	SIX	718	tʰ - u k
431	Jirel	Six	tʰok	tʰok	tʰ o k	2435	SIX	718	tʰ - o k
689	Kagate	Six	tuk	tuk	t u k	2435	SIX	718	t - u k
945	Lowa	Six	tuk	tuk	t u k	2435	SIX	718	t - u k
946	Lowa	Six	tʰɹuk	tʰɹuk	tʰ ɹ u k	2435	SIX	718	tʰ ɹ u k
1196	Nubri	Six	tuk	tuk	t u k	2435	SIX	718	t - u k
1450	Sherpa	Six	tʰuk	tʰuk	tʰ u k	2435	SIX	718	tʰ - u k
1693	Tsum	Six	tɹu	tɹu	t ɹ u	2435	SIX	718	t ɹ u -
1957	Yolmo	Six	tu	tu	t u	2435	SIX	718	t - u -
22	Gyalsumdo	Skin	paɡpa	paɡpa	p a g + p a	2446 2447	_skin SKIN	719	p a g + p a
23	Gyalsumdo	Skin	poɡo	poɡo	p o + g o	2447 2448	SKIN _skin	719	p o + g o -
287	Jirel	Skin	kokt̪en	kokt̪en	k o k + t̪ e n	2448 2449	SKIN _skin	720	k o k + t̪ e n
548	Kagate	Skin	koba	koba	k o + b a	2448 2447	_skin SKIN	719	k o - + b a
801	Lowa	Skin	pawo	pawo	p a + w o	2447 2450	SKIN _skin	719	p a + w o
1059	Nubri	Skin	pau	pau	p au	2447	SKIN	719	p au
1310	Sherpa	Skin	kwa	kwa	kʷ a	2448	SKIN	720	kʷ a -
1555	Tsum	Skin	koa	koa	k oa	2448	SKIN	720	k oa -
1819	Yolmo	Skin	pawa	pawa	p a + w a	2447 2450	SKIN _skin	719	p a + w a
50	Gyalsumdo	Sky	nam	nam	n a m	2462	SKY	724	n a m
312	Jirel	Sky	n̪am	n̪am	n̪ a m	2462	SKY	724	n̪ a m
572	Kagate	Sky	nam	nam	n a m	2462	SKY	724	n a m
826	Lowa	Sky	nam	nam	n a m	2462	SKY	724	n a m
1083	Nubri	Sky	nam	nam	n a m	2462	SKY	724	n a m
1335	Sherpa	Sky	nam	nam	n a m	2462	SKY	724	n a m
1580	Tsum	Sky	n̪am	n̪am	n̪ a m	2462	SKY	724	n̪ a m
1843	Yolmo	Sky	n̪əm	n̪əm	n̪ ə m	2462	SKY	724	n̪ ə m
157	Gyalsumdo	Small	tɕema	tɕema	tɕ e + m a	2471 2472	SMALL _small	725	tɕ e - + m a
417	Jirel	Small	tikti	tikti	t i k + t i	2473 2474	_small SMALL	727	t i k + t i
676	Kagate	Small	tɕʰimi	tɕʰimi	tɕʰ i + m i	2474 2475	SMALL _small	727	tɕʰ i + m i
932	Lowa	Small	tɕuŋwa	tɕuŋwa	tɕ u ŋ + w a	2471 2476	SMALL _small	725	tɕ u ŋ + w a
1183	Nubri	Small	tɛtɛ	tɛtɛ	t ɛ + t ɛ	2474 2477	SMALL _small	727	t ɛ + t ɛ
1437	Sherpa	Small	tikpe	tikpe	t i k + p e	2473 2478	SMALL _small	728	t i k + p e
1680	Tsum	Small	tɕʰyma	tɕʰyma	tɕʰ y + m a	2471 2472	SMALL _small	725	tɕʰ y - + m a
1944	Yolmo	Small	tsemu	tsemu	ts e + m u	2471 2472	SMALL _small	725	ts e - + m u
63	Gyalsumdo	Smoke	t̪uba	t̪uba	t̪ u + b a	2488 2489	SMOKE _smoke	733	t̪ u + b a
326	Jirel	Smoke	t̪ʰut̪ak	t̪ʰut̪ak	t̪ʰ u + t̪ a k	2488 2490	SMOKE _smoke	733	t̪ʰ u + t̪ a k
585	Kagate	Smoke	d̪ipa	d̪ipa	d̪ i + p a	2488 2489	SMOKE _smoke	733	d̪ i + p a
840	Lowa	Smoke	t̪ipa	t̪ipa	t̪ i + p a	2488 2489	SMOKE _smoke	733	t̪ i + p a
1096	Nubri	Smoke	t̪ohpa	t̪ohpa	t̪ o h + p a	2491 2489	_smoke SMOKE	734	t̪ o h + p a
1349	Sherpa	Smoke	t̪ʰut̪a	t̪ʰut̪a	t̪ʰ u + t̪ a	2488 2490	SMOKE _smoke	733	t̪ʰ u + t̪ a -
1593	Tsum	Smoke	t̪upa	t̪upa	t̪ u + p a	2488 2489	SMOKE _smoke	733	t̪ u + p a
1857	Yolmo	Smoke	t̪ipa	t̪ipa	t̪ i + p a	2488 2489	SMOKE _smoke	733	t̪ i + p a
106	Gyalsumdo	Snake	tul	tul	t u l	2505	SNAKE	737	- t u l
368	Jirel	Snake	ɹul	ɹul	ɹ u l	2505	SNAKE	737	- ɹ u l
625	Kagate	Snake	prul	prul	p r u l	2505	SNAKE	737	p r u l
882	Lowa	Snake	tu	tu	t u	2505	SNAKE	737	- t u -
883	Lowa	Snake	tʰu	tʰu	tʰ u	2505	SNAKE	737	- tʰ u -
1136	Nubri	Snake	tul	tul	t u l	2505	SNAKE	737	- t u l
1389	Sherpa	Snake	dul	dul	d u l	2505	SNAKE	737	- d u l
1633	Tsum	Snake	tɹul	tɹul	t ɹ u l	2505	SNAKE	737	t ɹ u l
1897	Yolmo	Snake	pɹul	pɹul	p ɹ u l	2505	SNAKE	737	p ɹ u l
122	Gyalsumdo	Son	pitsa	pitsa	p i + ts a	2515 2516	SON _son	738	p i - + ts a
384	Jirel	Son	pʰudʑuŋ	pʰudʑuŋ	pʰ u + dʑ u ŋ	2515 2517	SON _son	738	pʰ u - + dʑ - u ŋ
641	Kagate	Son	pu	pu	p u	2515	SON	738	p u -
898	Lowa	Son	pidza	pidza	p i + dz a	2515 2516	SON _son	738	p i - + dz a
1151	Nubri	Son	puh	puh	p u h	2515	SON	738	p u h
1405	Sherpa	Son	pʰudʑjuŋ	pʰudʑjuŋ	pʰ u + dʑ j u ŋ	2515 2517	SON _son	738	pʰ u - + dʑ j u ŋ
1648	Tsum	Son	pu	pu	p u	2515	SON	738	p u -
1912	Yolmo	Son	pu	pu	p u	2515	SON	738	p u -
242	Gyalsumdo	Spade	t̪oktsi	t̪oktsi	t̪ o k + ts i	2528 2529	SPADE _spade	741	t̪ o k + ts i
504	Jirel	Spade	t̪oktsi	t̪oktsi	t̪ o k + ts i	2528 2529	SPADE _spade	741	t̪ o k + ts i
754	Kagate	Spade	t̪odzi	t̪odzi	t̪ o + dz i	2528 2529	SPADE _spade	741	t̪ o - + dz i
1014	Lowa	Spade	t̪oktse	t̪oktse	t̪ o k + ts e	2528 2529	SPADE _spade	741	t̪ o k + ts e
1262	Nubri	Spade	t̪otse	t̪otse	t̪ o + ts e	2528 2529	SPADE _spade	741	t̪ o - + ts e
1263	Nubri	Spade	t̪ɔtse	t̪ɔtse	t̪ ɔ + ts e	2528 2529	SPADE _spade	741	t̪ ɔ - + ts e
1513	Sherpa	Spade	t̪oktsi	t̪oktsi	t̪ o k + ts i	2528 2529	SPADE _spade	741	t̪ o k + ts i
1767	Tsum	Spade	t̪otse	t̪otse	t̪ o + ts e	2528 2529	SPADE _spade	741	t̪ o - + ts e
2024	Yolmo	Spade	t̪uzi	t̪uzi	t̪ u + z i	2528 2529	SPADE _spade	741	t̪ u - + z i
111	Gyalsumdo	Spider	palba	palba	p a l + b a	2547 2548	_spider SPIDER	743	p a l + b a
373	Jirel	Spider	ŋɡwãpali	ŋɡwãpali	ŋ g w ã + p a + l i	2549 2548 2550	_spider SPIDER _spider	743	ŋ g w ã + p a + l i
630	Kagate	Spider	kiɡor	kiɡor	k i + g o r	2551 2552	SPIDER _spider	748	k i + g o r
887	Lowa	Spider	mbut̪om	mbut̪om	ⁿb u + t̪ o m	2548 2553	SPIDER _spider	743	ⁿb u + t̪ o m
1140	Nubri	Spider	pabla	pabla	p a + b l a	2548 2554	SPIDER _spider	743	p a + b l a
1394	Sherpa	Spider	bəldzjaŋ	bəldzjaŋ	b ə l + dz j a ŋ	2547 2555	SPIDER _spider	744	b ə l + dz j a ŋ
1637	Tsum	Spider	tɹaula	tɹaula	t ɹ au + l a	2556 2554	_spider SPIDER	745	t ɹ au + - l a
1901	Yolmo	Spider	ɕwabu	ɕwabu	ɕ w a + b u	2557 2548	_spider SPIDER	743	ɕ w a + b u
51	Gyalsumdo	Star	kaɹma	kaɹma	k a ɹ + m a	2565 2566	STAR _star	754	k a ɹ + m a
313	Jirel	Star	kaɹma	kaɹma	k a ɹ + m a	2565 2566	STAR _star	754	k a ɹ + m a
573	Kagate	Star	karma	karma	k a r + m a	2565 2566	STAR _star	754	k a r + m a
827	Lowa	Star	kaɹma	kaɹma	k a ɹ + m a	2565 2566	STAR _star	754	k a ɹ + m a
1084	Nubri	Star	kaɹma	kaɹma	k a ɹ + m a	2565 2566	STAR _star	754	k a ɹ + m a
1336	Sherpa	Star	kərma	kərma	k ə r + m a	2565 2566	STAR _star	754	k ə r + m a
1337	Sherpa	Star	kərdzjaŋ	kərdzjaŋ	k ə r + dz j a ŋ	2565 2567	STAR _star	754	k ə r + dz j a ŋ
1581	Tsum	Star	kaɹma	kaɹma	k a ɹ + m a	2565 2566	STAR _star	754	k a ɹ + m a
1844	Yolmo	Star	kəɾma	kəɾma	k ə ɾ + m a	2565 2566	STAR _star	754	k ə ɾ + m a
263	Gyalsumdo	Stick	kjukpa	kjukpa	k j u k + p a	2584 2585	_stick STICK	759	k j u k + p a
524	Jirel	Stick	dəndi	dəndi	d ə n/n + d i	2586 2587	STICK _stick	760	d ə n/n + d i
776	Kagate	Stick	perka	perka	p e r + k a	2588 2589	STICK _stick	757	p - e r + k a
1036	Lowa	Stick	pekjoʔ	pekjoʔ	p e + k j o ʔ	2588 2590	STICK _stick	757	p - e - + k j o ʔ
1285	Nubri	Stick	pikpa	pikpa	p i k + p a	2588 2585	STICK _stick	757	p - i k + p a
1286	Nubri	Stick	peɹka	peɹka	p e ɹ + k a	2588 2589	STICK _stick	757	p - e ɹ + k a
1532	Sherpa	Stick	t̪oŋləŋ	t̪oŋləŋ	t̪ o ŋ + l ə ŋ	2586 2591	STICK _stick	760	t̪ o ŋ + l ə ŋ
1792	Tsum	Stick	perka	perka	p e r + k a	2588 2589	STICK _stick	757	p - e r + k a
2046	Yolmo	Stick	pɹeka	pɹeka	p ɹ e + k a	2588 2589	STICK _stick	757	p ɹ e - + k a
59	Gyalsumdo	Stone	t̪o	t̪o	t̪ o	2603	STONE	765	t̪ o -
322	Jirel	Stone	nd̪o	nd̪o	ⁿd o	2603	STONE	765	ⁿd o -
581	Kagate	Stone	t̪o	t̪o	t̪ o	2603	STONE	765	t̪ o -
836	Lowa	Stone	t̪okoŋ	t̪okoŋ	t̪ o + k o ŋ	2603 2604	STONE _stone	765	t̪ o - + k o ŋ
1092	Nubri	Stone	t̪oh	t̪oh	t̪ o h	2603	STONE	765	t̪ o h
1345	Sherpa	Stone	d̪o	d̪o	d̪ o	2603	STONE	765	d̪ o -
1589	Tsum	Stone	t̪o	t̪o	t̪ o	2603	STONE	765	t̪ o -
1853	Yolmo	Stone	t̪o	t̪o	t̪ o	2603	STONE	765	t̪ o -
47	Gyalsumdo	Sun	ɲima	ɲima	ɲ i + m a	2613 2614	SUN _sun	767	ɲ i - + m a
310	Jirel	Sun	ɲima	ɲima	ɲ i + m a	2613 2614	SUN _sun	767	ɲ i - + m a
570	Kagate	Sun	ŋima	ŋima	ŋ i + m a	2613 2614	SUN _sun	767	ŋ i - + m a
824	Lowa	Sun	ɲima	ɲima	ɲ i + m a	2613 2614	SUN _sun	767	ɲ i - + m a
1081	Nubri	Sun	ɲo	ɲo	ɲ o	2613	SUN	767	ɲ o -
1333	Sherpa	Sun	ɲima	ɲima	ɲ i + m a	2613 2614	SUN _sun	767	ɲ i - + m a
1578	Tsum	Sun	ɲiã	ɲiã	ɲ i ã	2613	SUN	767	ɲ i ã
1841	Yolmo	Sun	ɲima	ɲima	ɲ i + m a	2613 2614	SUN _sun	767	ɲ i - + m a
264	Gyalsumdo	Sweat	ŋulna	ŋulna	ŋ u l + n a	2628 2629	SWEAT _sweat	769	ŋ u l + n a -
525	Jirel	Sweat	tʰot̪	tʰot̪	tʰ o t̪	2630	SWEAT	772	tʰ o t̪
777	Kagate	Sweat	ŋuldʑju	ŋuldʑju	ŋ u l + dʑ j u	2628 2631	SWEAT _sweat	769	ŋ u l + dʑ j u
1037	Lowa	Sweat	ŋunak	ŋunak	ŋ u + n a k	2628 2629	SWEAT _sweat	769	ŋ u - + n a k
1287	Nubri	Sweat	ŋulna	ŋulna	ŋ u l + n a	2628 2629	SWEAT _sweat	769	ŋ u l + n a -
1288	Nubri	Sweat	ŋylna	ŋylna	ŋ y l + n a	2628 2629	SWEAT _sweat	769	ŋ y l + n a -
1533	Sherpa	Sweat	ŋumn̪a	ŋumn̪a	ŋ u m + n̪ a	2628 2629	SWEAT _sweat	769	ŋ u m + n̪ a -
1793	Tsum	Sweat	ŋulʑju	ŋulʑju	ŋ u l + ʑ j u	2628 2631	SWEAT _sweat	769	ŋ u l + ʑ j u
1794	Tsum	Sweat	ŋulnaʔ	ŋulnaʔ	ŋ u l + n a ʔ	2628 2629	SWEAT _sweat	769	ŋ u l + n a ʔ
2047	Yolmo	Sweat	ŋuldʑju	ŋuldʑju	ŋ u l + dʑ j u	2628 2631	SWEAT _sweat	769	ŋ u l + dʑ j u
102	Gyalsumdo	Tail	ŋama	ŋama	ŋ a + m a	2648 2649	TAIL _tail	773	ŋ a + m a
365	Jirel	Tail	ŋama	ŋama	ŋ a + m a	2648 2649	TAIL _tail	773	ŋ a + m a
622	Kagate	Tail	ŋama	ŋama	ŋ a + m a	2648 2649	TAIL _tail	773	ŋ a + m a
879	Lowa	Tail	ŋama	ŋama	ŋ a + m a	2648 2649	TAIL _tail	773	ŋ a + m a
1133	Nubri	Tail	ŋõ	ŋõ	ŋ õ	2648	TAIL	773	ŋ õ
1386	Sherpa	Tail	ŋəma	ŋəma	ŋ ə + m a	2648 2649	TAIL _tail	773	ŋ ə + m a
1630	Tsum	Tail	ŋa	ŋa	ŋ a	2648	TAIL	773	ŋ a
1894	Yolmo	Tail	ŋama	ŋama	ŋ a + m a	2648 2649	TAIL _tail	773	ŋ a + m a
10	Gyalsumdo	Teeth	so	so	s o	2663	TEETH	775	s o
277	Jirel	Teeth	sa	sa	s a	2663	TEETH	775	s a
537	Kagate	Teeth	so	so	s o	2663	TEETH	775	s o
790	Lowa	Teeth	so	so	s o	2663	TEETH	775	s o
1049	Nubri	Teeth	sa	sa	s a	2663	TEETH	775	s a
1300	Sherpa	Teeth	sa	sa	s a	2663	TEETH	775	s a
1545	Tsum	Teeth	sa	sa	s a	2663	TEETH	775	s a
1808	Yolmo	Teeth	so	so	s o	2663	TEETH	775	s o
175	Gyalsumdo	Ten	tɕu	tɕu	tɕ u	2672	TEN	776	tɕ - u
435	Jirel	Ten	tɕut̪amba	tɕut̪amba	tɕ u + t̪ a n/m + b a	2672 2673 2674	TEN _ten _ten	776	tɕ - u + t̪ a n/m + b a
693	Kagate	Ten	tɕju	tɕju	tɕ j u	2672	TEN	776	tɕ j u
950	Lowa	Ten	tɕu	tɕu	tɕ u	2672	TEN	776	tɕ - u
1201	Nubri	Ten	tɕju	tɕju	tɕ j u	2672	TEN	776	tɕ j u
1454	Sherpa	Ten	tɕju	tɕju	tɕ j u	2672	TEN	776	tɕ j u
1697	Tsum	Ten	tɕu	tɕu	tɕ u	2672	TEN	776	tɕ - u
1961	Yolmo	Ten	tɕju	tɕju	tɕ j u	2672	TEN	776	tɕ j u
187	Gyalsumdo	That	ot̪i	ot̪i	o + t̪ i	2683 2684	_that THAT	779	o + t̪ i
447	Jirel	That	t̪ʰe	t̪ʰe	t̪ʰ e	2684	THAT	779	t̪ʰ e
705	Kagate	That	wokʰo	wokʰo	w o + kʰ o	2685 2686	THAT _that	782	w o + kʰ o
963	Lowa	That	jy	jy	j y	2687	THAT	784	j y
